SbjNum,Dados_Escola_1,Dados_Escola_3,Dados_Escola_5,Dados_Escola_6,Dados_Escola_8,Dados_Escola_9,Dados_Escola_10,Dados_Escola_11,Dados_Escola_12,P1001,P1002,P1003,P1801,P1802,P1803,P1804,P2701,P2702,P2703,P2704,P2705,P2801,P2802,P2803,P2804,P2901,P2902,P2903,P3001,P3002,P3003,P3004,P3005,P34,Sexo
33534364,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1
33535392,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,8,8,8,0,1,0,0,3,0,3,3,3,3,3,3,1,3,3,1,0,0,1,0,0,3,1
32541464,209,Norte,2 - Estadual,35000371,ANTONIO JOSE LEITE PROF,R DEZ DE MAIO,271,,VILA AMELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
33536367,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,1,0,0,3,0,0,3,3,0,3,1,3,0,3,0,0,2,0,0,0,1,0,0,0,3,0
33530114,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,1,0,0,0,0,0,1,3,3,3,2,3,2,3,0,0,3,2,0,1,0,0,0,0,1,1
32543109,209,Norte,2 - Estadual,35000371,ANTONIO JOSE LEITE PROF,R DEZ DE MAIO,271,,VILA AMELIA,0,0,0,2,0,0,2,2,2,1,1,2,0,0,0,0,2,0,0,3,1,0,0,0,1,0
33535393,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,8,8,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33536165,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,3,0,0,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33535389,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,0,0,0,2,3,3,3,3,3,0,0,0,8,0,0,1,0,0,0,0,0,3,1
33528609,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,1,1,0,1,1,0,3,1,2,3,3,3,3,1,3,0,3,3,0,0,3,0,0,0,5,1
33535638,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,0,2,0,2,1,2,2,3,3,3,0,0,2,3,3,1,0,0,0,0,0,1,0
33718766,152,Norte,2 - Estadual,35000760,AFRANIO PEIXOTO,RUA MARIA CANDIDA,1936,,VILA GUILHERME,0,0,0,1,0,0,2,3,3,3,3,3,3,2,2,3,3,0,0,1,0,0,0,0,1,0
33581751,152,Norte,2 - Estadual,35000760,AFRANIO PEIXOTO,RUA MARIA CANDIDA,1936,,VILA GUILHERME,0,0,0,2,0,0,0,1,2,2,2,2,0,2,0,0,2,2,0,2,0,0,0,0,1,0
33719011,152,Norte,2 - Estadual,35000760,AFRANIO PEIXOTO,RUA MARIA CANDIDA,1936,,VILA GUILHERME,0,0,0,2,0,0,1,1,3,3,3,3,0,0,0,0,3,2,0,1,0,0,0,0,3,1
33719239,152,Norte,2 - Estadual,35000760,AFRANIO PEIXOTO,RUA MARIA CANDIDA,1936,,VILA GUILHERME,0,0,0,0,0,0,1,2,3,3,3,3,1,3,1,3,1,3,0,0,3,0,0,0,1,1
33570829,152,Norte,2 - Estadual,35000760,AFRANIO PEIXOTO,RUA MARIA CANDIDA,1936,,VILA GUILHERME,1,0,0,1,0,0,1,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3,0
33535390,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,0,0,0,3,0,0,1,2,0,3,0,0,3,1,0,0,3,3,2,0,1,0,0,0,3,1
33535368,1570,Sul 2,3 - Municipal,35053879,EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ DES,RUA PROFESSOR CORREA BRITO,355,,JARDIM DA PEDREIRA,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,0
35739633,1531,Sul 2,2 - Estadual,35923503,DOGIVAL BARROS GOMES PROFESSOR,R ELISIO MENDES GAIA,101,,JARDIM SAO CARLOS (ZONA SUL),0,0,0,2,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1
33397557,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),1,0,1,3,0,0,1,3,3,3,3,3,3,3,2,3,2,2,2,1,1,0,0,0,2,0
33142685,13,Norte,4 - Privada,35100043,ESTRELA SIRIUS COLEGIO,RUA TATSUO OKACHI,209,,CHACARA INGLESA,1,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,2,0,0,0,1,0,0,0,3,0
33397387,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),0,0,0,2,0,0,0,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1
33481900,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),1,0,0,2,0,0,1,1,3,3,3,3,2,0,1,2,2,2,0,3,3,0,0,0,99,1
33681833,64,Sul 2,2 - Estadual,35005411,AMELIA KERR NOGUEIRA PROFESSORA,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,,JARDIM HORIZONTE AZUL,0,0,0,3,0,0,0,1,2,3,3,3,0,2,1,0,2,2,0,0,0,0,0,0,2,1
33681835,64,Sul 2,2 - Estadual,35005411,AMELIA KERR NOGUEIRA PROFESSORA,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,,JARDIM HORIZONTE AZUL,0,0,0,0,0,0,0,0,3,3,3,3,2,0,0,0,3,2,0,0,0,0,0,0,2,1
33225420,55,Sul 1,2 - Estadual,35038210,SALVADOR MOYA,R ITAIARA,51,,CIDADE VARGAS,1,0,0,0,0,0,0,2,3,1,3,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1
33399298,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),0,0,0,3,0,0,0,3,3,3,3,3,2,0,0,0,2,0,0,2,0,0,0,0,99,1
32574018,45,Leste 2,2 - Estadual,35922146,HAYDEE HIDALGO PROFESSORA,RUA DOS LIRIOS,80,,JARDIM ARANTES,1,0,0,3,0,0,0,2,0,3,3,2,0,0,0,1,2,0,0,3,2,0,0,0,99,0
32574027,45,Leste 2,2 - Estadual,35922146,HAYDEE HIDALGO PROFESSORA,RUA DOS LIRIOS,80,,JARDIM ARANTES,1,0,1,3,0,0,1,3,3,2,3,3,3,2,1,2,1,1,0,2,0,0,0,0,3,0
32574028,45,Leste 2,2 - Estadual,35922146,HAYDEE HIDALGO PROFESSORA,RUA DOS LIRIOS,80,,JARDIM ARANTES,1,0,0,2,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1
32574029,45,Leste 2,2 - Estadual,35922146,HAYDEE HIDALGO PROFESSORA,RUA DOS LIRIOS,80,,JARDIM ARANTES,0,0,0,2,2,0,2,2,3,3,3,2,1,1,0,0,2,2,0,1,1,0,0,0,1,1
32574030,45,Leste 2,2 - Estadual,35922146,HAYDEE HIDALGO PROFESSORA,RUA DOS LIRIOS,80,,JARDIM ARANTES,0,0,0,2,0,0,0,2,3,2,3,3,3,1,0,0,1,1,3,0,0,0,0,0,99,0
33399685,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),1,0,1,0,1,0,0,2,3,3,3,3,3,1,2,3,1,1,0,0,1,0,0,0,3,0
33484593,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),1,0,1,2,0,0,0,2,2,2,1,8,2,0,0,2,3,2,0,0,2,0,0,0,3,0
33681843,64,Sul 2,2 - Estadual,35005411,AMELIA KERR NOGUEIRA PROFESSORA,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,,JARDIM HORIZONTE AZUL,1,0,0,3,2,0,3,3,2,3,3,3,0,0,3,2,3,2,0,0,1,0,0,0,3,1
33681832,64,Sul 2,2 - Estadual,35005411,AMELIA KERR NOGUEIRA PROFESSORA,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,,JARDIM HORIZONTE AZUL,0,0,0,2,0,0,2,1,2,2,2,3,0,0,0,0,2,1,0,0,0,0,0,0,3,0
33681834,64,Sul 2,2 - Estadual,35005411,AMELIA KERR NOGUEIRA PROFESSORA,AVENIDA  DOS FUNCIONARIOS PUBLICOS,1355,,JARDIM HORIZONTE AZUL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
33485783,203,Norte,2 - Estadual,35038097,ITALO BETARELLO,R ANDRESA,120,,JARDIM SAO JOAO (JARAGUA),1,0,0,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
33223818,55,Sul 1,2 - Estadual,35038210,SALVADOR MOYA,R ITAIARA,51,,CIDADE VARGAS,1,0,1,3,1,0,0,0,0,2,2,2,3,3,0,3,3,0,0,0,1,1,1,0,5,1
32841432,26,Leste 1,2 - Estadual,35001512,ARMANDO ARAUJO,R JUVENAL PARADA,264,,MOOCA,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33225322,55,Sul 1,2 - Estadual,35038210,SALVADOR MOYA,R ITAIARA,51,,CIDADE VARGAS,0,0,0,0,0,0,0,1,3,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,3,1
33221805,55,Sul 1,2 - Estadual,35038210,SALVADOR MOYA,R ITAIARA,51,,CIDADE VARGAS,1,0,0,0,0,0,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33517824,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,2,2,2,0,0,1,1
33928246,476,Norte,4 - Privada,35805063,TECLA COLEGIO,RUA AUGUSTO GIL,300,,VILA DIONISIA,1,0,1,3,0,0,2,2,3,3,3,3,2,0,0,0,2,1,0,0,0,0,0,0,2,0
33836988,1530,Sul 2,2 - Estadual,35902925,CALHIM MANOEL ABUD,R OSCAR FERNANDES,SN,,VILA CALIFORNIA(ZONA SUL),0,0,0,0,0,0,2,2,3,2,3,3,0,0,0,0,2,0,0,2,0,0,0,0,3,0
32543045,44,Leste 2,2 - Estadual,35911008,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS,10,,CONJUNTO HABITACIONAL AGUIA DE HAIA,9,0,8,0,0,0,2,3,3,3,3,3,0,0,0,0,2,0,0,0,0,2,0,0,1,0
31965017,68,Sul 2,2 - Estadual,35044441,EURIPEDES SIMOES DE PAULA PROF,R MARIA PAPE,30,,JARDIM LUCELIA,1,0,0,0,0,0,2,3,3,3,3,3,0,2,0,2,3,0,0,1,0,0,0,0,3,0
32970920,71,Sul 2,2 - Estadual,35906530,ETELVINA DE GOES MARCUCCI PROFESSORA,R JOSE CARLOS DE TOLEDO PIZA,10,,JARDIM PARQUE MORUMBI,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,3,0,0,2,0,0,0,0,1,1
33786483,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,1,0,0,2,0,0,3,1,0,3,3,3,0,3,0,2,0,0,0,0,3,0,0,0,2,0
36705547,1377,Sul 1,4 - Privada,35107074,AMERICANOPOLIS ESCOLA ADVENTISTA DE,RUA AUSTRALIA,215,,AMERICANOPOLIS,8,0,0,2,0,0,1,2,3,2,3,3,2,2,1,0,3,3,1,1,0,0,0,0,1,1
32577639,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,0,3,0,0,0,2,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
33828483,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,1,0,1,0,0,0,2,0,2,1,1,2,1,0,1,3,2,0,0,0,0,0,0,0,1,0
32578082,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,0,3,0,0,0,2,2,2,1,2,0,1,0,0,2,1,0,2,1,0,0,0,3,0
36698792,36,Leste 1,4 - Privada,35296016,ALFA OMEGA COLEGIO,RUA DEMERVAL LESSA,72,,VILA SANTA TERESA (ZONA LESTE),1,0,0,2,1,0,0,2,3,2,0,2,1,2,0,2,3,3,3,0,3,0,0,0,1,1
32594647,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,0,2,0,0,0,0,3,3,2,3,0,0,1,0,2,0,0,0,0,0,0,0,99,1
33797024,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,0,2,0,0,3,2,3,3,3,3,0,3,0,0,2,2,0,0,0,0,0,0,99,0
32576044,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,0,2,0,0,0,3,3,3,3,3,0,0,0,0,1,0,0,1,3,0,0,0,1,0
32590704,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,0,0,0,0,0,2,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0
33796892,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,1,0,0,2,0,0,2,2,1,3,3,3,0,2,0,2,2,0,0,2,0,0,0,0,3,0
32632608,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,1,0,1,0,0,0,0,2,0,1,1,0,1,2,0,1,2,2,0,1,2,0,0,0,1,0
32624618,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,0,0,0,3,0,0,3,0,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,3,0
33788356,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,0,0,0,0,1,1,3,3,3,3,0,0,0,0,1,0,0,0,1,0,0,0,99,0
32632610,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1
33828302,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,1,0,1,0,0,0,1,3,2,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0
32595099,16,Norte,4 - Privada,35151518,ADELIA COSTA E SILVA COLEGIO,R TOMAS RIBEIRO COLACO,86,,JARDIM VIVAN,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
33790632,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1
33791038,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,1,1,0,0,0,0,3,0,3,3,3,3,2,2,0,0,3,2,0,0,0,0,0,0,99,0
33791206,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,0,2,0,0,3,1,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1
33789349,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,0,2,0,0,2,3,3,3,3,3,0,0,0,0,2,2,0,2,0,0,0,0,1,0
33797273,1211,Sul 1,2 - Estadual,35004625,MARIA RIBEIRO GUIMARAES BUENO PROFESSORA,RUA VUTURUNA,190,,VILA DO BOSQUE,0,0,0,0,0,0,2,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0
32419558,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,1,0,0,2,1,0,0,1,2,3,2,3,1,3,3,1,3,0,0,0,0,0,0,0,99,0
32596451,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),1,0,0,3,1,0,3,2,3,3,3,2,2,2,0,2,3,3,2,0,0,0,0,0,3,1
32597334,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,1,1,0,0,0,0,3,3,3,3,0,0,0,1,3,0,0,0,0,0,0,0,4,1
32598230,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,0,2,0,0,0,3,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0
32598087,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,1,2,0,0,0,2,3,2,2,2,0,1,3,2,2,0,0,0,0,0,0,0,3,0
32592041,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),1,0,1,2,1,0,3,3,3,2,3,3,1,2,3,3,3,2,3,0,1,1,0,0,3,1
32597778,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),1,0,0,0,0,0,1,1,2,2,3,1,0,0,0,2,1,0,0,0,1,0,0,0,1,1
32593194,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),1,0,0,3,0,0,3,3,3,3,3,3,3,2,3,3,3,3,3,0,3,0,0,0,3,1
32593539,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
32598085,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,0,1,0,0,0,0,3,2,2,2,3,0,0,3,1,1,0,0,0,0,0,0,2,0
32596446,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,0,2,0,0,3,3,3,3,3,3,3,1,0,2,2,1,0,0,2,0,0,0,99,0
32253785,76,Sul 2,4 - Privada,35107591,ELLEN G WHITE ADVENTISTA COLEGIO,AV ELLIS MAAS,600,,CAPAO REDONDO,1,0,0,3,0,0,0,3,3,3,3,3,0,3,0,0,2,0,0,2,0,0,0,0,1,0
32255816,76,Sul 2,4 - Privada,35107591,ELLEN G WHITE ADVENTISTA COLEGIO,AV ELLIS MAAS,600,,CAPAO REDONDO,0,0,0,0,0,0,1,3,3,2,3,3,0,1,0,0,1,0,0,1,2,0,0,0,1,1
32409399,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,1,1
32413686,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1
32419944,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,1,2,0,0,0,0,0,0,0,2,0
32420166,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,0,0,0,2,0,0,0,1,2,1,1,3,0,0,0,0,1,1,0,1,1,0,0,0,99,0
32418667,61,Sul 1,4 - Privada,35162498,RODRIGUES DIAS COLEGIO,RUA JULIO FELIPE GUEDES,23,,JARDIM BOTUCATU,8,0,0,2,0,0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
32256949,76,Sul 2,4 - Privada,35107591,ELLEN G WHITE ADVENTISTA COLEGIO,AV ELLIS MAAS,600,,CAPAO REDONDO,1,0,1,2,0,0,2,0,0,2,2,0,0,0,0,0,2,3,0,2,3,2,0,0,3,1
31922684,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,0,0,0,2,0,0,0,3,3,3,3,3,0,0,2,0,2,2,0,0,0,0,0,0,1,1
33515708,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0
33513556,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,1,0,0,2,1,0,0,3,2,2,2,2,0,2,0,2,3,2,2,0,2,0,0,0,1,1
33512524,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,1,0,0,1,0,0,0,0,0,2,3,3,1,2,0,0,1,2,0,0,0,1,0,0,1,0
33519714,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,2,2,0,2,0,0,1,0,1,0,0,0,1,3,2,0,0,2,0,0,0,1,1
33515812,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33519167,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,8,8,8,0,0,0,0,2,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,3,1
33517214,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,1,2,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,1,1
33517462,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,0,0,0,1,1,3,3,3,2,0,1,0,0,3,0,0,0,3,0,0,0,1,1
33517603,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,2,0,0,0,2,3,3,2,3,0,0,0,0,3,2,0,0,0,0,0,0,1,1
33513591,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,1,1,0,2,1,0,0,3,1,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,3,0
36265075,697,Leste 1,2 - Estadual,35002636,INFANTE DOM HENRIQUE,R TEODORO MASCARENHAS,133,,VILA MATILDE,1,0,0,0,0,0,1,2,3,2,1,2,1,3,0,0,3,2,0,1,2,0,0,0,1,1
36264889,697,Leste 1,2 - Estadual,35002636,INFANTE DOM HENRIQUE,R TEODORO MASCARENHAS,133,,VILA MATILDE,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
32597335,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,0,0,0,0,0,2,3,3,3,3,0,0,0,1,1,1,0,0,2,0,0,0,3,1
32591770,69,Sul 2,2 - Estadual,35048720,ARISTON DE OLIVEIRA PROFESSOR TENENTE,R JOAO DA CRUZ E SOUSA,444,,JARDIM DAS ROSAS (ZONA SUL),0,0,1,2,0,0,2,1,3,3,3,3,0,0,0,2,2,0,0,0,2,0,0,0,1,1
